path,purpose_and_retention_reason,sha256,version_status
examples/frontend/cohorts/README.md,完全合成的分線範例；供公開重跑與檢查ID規則，無真實病人資料。,4453d952641ea555aefffe655f52332d10c45cac73f24fa86a57d4a52f65d77e,New organization-authored adapter/document/example; not a historical research version
examples/frontend/cohorts/source_index.synthetic.json,完全合成的分線範例；供公開重跑與檢查ID規則，無真實病人資料。,187868ea510142d6c0884ef906488d4fb4680beaeeff93a37d9db16e002f9e8c,New organization-authored adapter/document/example; not a historical research version
examples/frontend/cohorts/two_hospital.synthetic.json,完全合成的分線範例；供公開重跑與檢查ID規則，無真實病人資料。,ca42825c173d8bdeeb643aa801a9c8353fdb91efe07467d83fb900dd069b882c,New organization-authored adapter/document/example; not a historical research version
examples/frontend/cohorts/two_hospital/NGS_patient_54_CBC.json,完全合成的分線範例；供公開重跑與檢查ID規則，無真實病人資料。,d13f32bfbb935979b5443780ea0f3a2c2bdf95f828d5e94ee359c74544310023,New organization-authored adapter/document/example; not a historical research version
examples/frontend/cohorts/two_hospital/NGS_patient_54_admission_diagnosis.json,完全合成的分線範例；供公開重跑與檢查ID規則，無真實病人資料。,a5338d955b09046ec0b16f3a9625b7955c763aae07dc722e474e6078745f932f,New organization-authored adapter/document/example; not a historical research version
examples/frontend/cohorts/two_hospital/NGS_patient_54_culture.json,完全合成的分線範例；供公開重跑與檢查ID規則，無真實病人資料。,a5338d955b09046ec0b16f3a9625b7955c763aae07dc722e474e6078745f932f,New organization-authored adapter/document/example; not a historical research version
examples/frontend/cohorts/two_hospital/NGS_patient_54_filmarray.json,完全合成的分線範例；供公開重跑與檢查ID規則，無真實病人資料。,a5338d955b09046ec0b16f3a9625b7955c763aae07dc722e474e6078745f932f,New organization-authored adapter/document/example; not a historical research version
examples/frontend/cohorts/two_hospital/NGS_patient_54_gm_test.json,完全合成的分線範例；供公開重跑與檢查ID規則，無真實病人資料。,a5338d955b09046ec0b16f3a9625b7955c763aae07dc722e474e6078745f932f,New organization-authored adapter/document/example; not a historical research version
examples/frontend/cohorts/two_hospital/NGS_patient_54_image.json,完全合成的分線範例；供公開重跑與檢查ID規則，無真實病人資料。,a5338d955b09046ec0b16f3a9625b7955c763aae07dc722e474e6078745f932f,New organization-authored adapter/document/example; not a historical research version
examples/frontend/cohorts/two_hospital/NGS_patient_54_mNGS_grouped.json,完全合成的分線範例；供公開重跑與檢查ID規則，無真實病人資料。,7ba7f4f4f20e95d433a3b34041d6537494257212dc0a81ce70ff7b4be7925fd5,New organization-authored adapter/document/example; not a historical research version
examples/frontend/cohorts/two_hospital/NGS_patient_54_molecular_microbiology.json,完全合成的分線範例；供公開重跑與檢查ID規則，無真實病人資料。,a5338d955b09046ec0b16f3a9625b7955c763aae07dc722e474e6078745f932f,New organization-authored adapter/document/example; not a historical research version
examples/frontend/cohorts/two_hospital/NGS_patient_54_other_lab.json,完全合成的分線範例；供公開重跑與檢查ID規則，無真實病人資料。,a5338d955b09046ec0b16f3a9625b7955c763aae07dc722e474e6078745f932f,New organization-authored adapter/document/example; not a historical research version
examples/frontend/cohorts/two_hospital/NGS_patient_54_underlying.json,完全合成的分線範例；供公開重跑與檢查ID規則，無真實病人資料。,a5338d955b09046ec0b16f3a9625b7955c763aae07dc722e474e6078745f932f,New organization-authored adapter/document/example; not a historical research version
frontend/README.md,前端入口導覽與分線理由。,c3f7c0a2884bd44650d302aa25300b53cdecef862226f235b0d0540dbd6b2e2f,New organization-authored adapter/document/example; not a historical research version
frontend/cohorts.py,共用分線驗證：來源SHA、病例命名空間、檢體、分項與上游內容比對；保留以防兩院誤接。,272b25bc3f2cf9386515e0a9ce55ab8977be47754d18234d0630f836f3b3c408,New organization-authored adapter/document/example; not a historical research version
frontend/kh/README.md,高醫來源、內容選版依據、ID規則與未確認事項。,9c8fcb0ab770704ed892776b11982a40b8a8f1019fe3ffe04c4ea01f74277789,New organization-authored adapter/document/example; not a historical research version
frontend/kh/run.py,高醫專用入口；強制臨床ID依K病例代碼，另外綁定global ID。,2fae88004142e2387d69004d0f172fe1b68d1465e0388df11c76d16389b57e00,New organization-authored adapter/document/example; not a historical research version
frontend/tests/test_cohorts.py,15項測試；涵蓋跨院、編號、檢體、flat/grouped格式與CLI。,c21046c69a8c71cc283119e46c9f5044be15c37f478f140836888f82e3729025,New organization-authored adapter/document/example; not a historical research version
frontend/two_hospital/README.md,兩院來源、臨床/mNGS差異、集合範圍與未確認事項。,09045d391e49495fa1eaa5fcc4bec913b8939d1ddda57a1e3c777c8603b65a65,New organization-authored adapter/document/example; not a historical research version
frontend/two_hospital/run.py,兩院專用入口；限定T/V並保留global ID，不重新編號。,f48c85cc6f18120fb84f08f7e401254b97031420bb4245198ab74d9ac4232433,New organization-authored adapter/document/example; not a historical research version
