path,source,sha256,purpose_and_retention_reason,version_status
reference_versions/shared_upstream/analytics/__init__.py,CSIE_PROJECT-main/CSIE_PROJECT/analytics/__init__.py,dbfeade6dc4970e8c998c7bb013316e88b109eade5ad62a798b67d0d4538b41c,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/analytics/generate_charts.py,CSIE_PROJECT-main/CSIE_PROJECT/analytics/generate_charts.py,c5cec9e049b2cd02ac5473cdaa8e2c9b75e7d8173c0625abcf167cdf55722f82,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/analytics/metrics.py,CSIE_PROJECT-main/CSIE_PROJECT/analytics/metrics.py,40a374a4a0c811642d498a409ef79f6abd28cdda2fe482e6414c601363f3edc8,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/analytics/tracking.py,CSIE_PROJECT-main/CSIE_PROJECT/analytics/tracking.py,953941c8bfef015f93f3b895fc0069baa8650468cf6178559401620a8dbc9980,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/core/__init__.py,CSIE_PROJECT-main/CSIE_PROJECT/core/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/core/llm_parser.py,CSIE_PROJECT-main/CSIE_PROJECT/core/llm_parser.py,8abc204ac2f133694764da2c54ace4bfd65adb952284b3f95886c9ba22fbb171,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/core/main.py,CSIE_PROJECT-main/CSIE_PROJECT/core/main.py,de053fec61ca04660492315ecab7ee404c5b704110ea3c2291e72746355e3977,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/core/raw_parser.py,CSIE_PROJECT-main/CSIE_PROJECT/core/raw_parser.py,b3301011851e7c42eaa8a1fc0c3435292578223ffb4d9f1ff1fba647744534f4,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/core/summarize_agent.py,CSIE_PROJECT-main/CSIE_PROJECT/core/summarize_agent.py,0d4b4137335ba9d000170a9bf5e036bbc3d021004a94af385790a7cfc89d5690,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/parsers/CBC_parser.py,CSIE_PROJECT-main/CSIE_PROJECT/parsers/CBC_parser.py,d4aaa41bd2d1deac2f2a023f28c5b00b5407f96c35a9bf862425e4fe4bb46b79,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/parsers/__init__.py,CSIE_PROJECT-main/CSIE_PROJECT/parsers/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/parsers/admission_diagnosis_parser.py,CSIE_PROJECT-main/CSIE_PROJECT/parsers/admission_diagnosis_parser.py,24562446bbc41e56470171fbf90330eabd48f4e7ec7896a19363b772f8370973,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/parsers/culture_parser.py,CSIE_PROJECT-main/CSIE_PROJECT/parsers/culture_parser.py,94eccbe168aca441d69ac0198d16efe05884e8bd047361f4cec1fd4611b6db84,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/parsers/filmarray_parser.py,CSIE_PROJECT-main/CSIE_PROJECT/parsers/filmarray_parser.py,878aa79f2ba4e0987e9ce89727588567b0fe97f91887583319a3f1ebc4df1f24,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/parsers/gm_test_parser.py,CSIE_PROJECT-main/CSIE_PROJECT/parsers/gm_test_parser.py,db60ca24dae4056c21c7cfe7b356cd6bb472d2938a088197a7788d190cfd46f3,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/parsers/image_parser.py,CSIE_PROJECT-main/CSIE_PROJECT/parsers/image_parser.py,e235bd19790d63d5094ab5cb16dc469c052c3261a0673be831d0d2132af36777,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/parsers/mNGS_parser.py,CSIE_PROJECT-main/CSIE_PROJECT/parsers/mNGS_parser.py,eeba4b99e666bb18362ab984306c2b517b55ab5e8b9f7e9e3fefd651f59c85f0,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/parsers/other_lab_parser.py,CSIE_PROJECT-main/CSIE_PROJECT/parsers/other_lab_parser.py,20f3f4746e1f81a13016f500457ccfdaa48081de267d2f4476c9a47882e92cf2,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/parsers/underlying_parser.py,CSIE_PROJECT-main/CSIE_PROJECT/parsers/underlying_parser.py,de9ba36a67a7ee4611bdf968657813b124271ed8aa66f33f1b063b1ac26c7578,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/ppt_patient_parser/__init__.py,CSIE_PROJECT-main/CSIE_PROJECT/ppt_patient_parser/__init__.py,212b06ed1a26475984da2d62f8baeb7b28e3b71fefe5e3810a903b0384b21a2a,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/ppt_patient_parser/__main__.py,CSIE_PROJECT-main/CSIE_PROJECT/ppt_patient_parser/__main__.py,87542982f474f2d3ba4df407bb248a2a04224155d522841128b131e6c561b7f3,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/ppt_patient_parser/cli.py,CSIE_PROJECT-main/CSIE_PROJECT/ppt_patient_parser/cli.py,5df93b367e9f6607539da593bd95ff65426cbb1199fb29765549d51676bfb73a,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/ppt_patient_parser/modality_classifier.py,CSIE_PROJECT-main/CSIE_PROJECT/ppt_patient_parser/modality_classifier.py,ef61ba4c0ff9b629f9f0a1a69968167f33a13b6f9ab25384583a74b43e44a871,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/ppt_patient_parser/parsers/__init__.py,CSIE_PROJECT-main/CSIE_PROJECT/ppt_patient_parser/parsers/__init__.py,7a7bdbf49a7ff02a3aec217d176903619e456101534401e91f80257b0bb575f8,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/ppt_patient_parser/parsers/slide_parser.py,CSIE_PROJECT-main/CSIE_PROJECT/ppt_patient_parser/parsers/slide_parser.py,e13e05670f40afc2993d0a4a9b3ab2082b25ca7366431ac1bbb2d9336e1cf8d3,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/ppt_patient_parser/ppt_reader.py,CSIE_PROJECT-main/CSIE_PROJECT/ppt_patient_parser/ppt_reader.py,70753d65992f74b96cc01db411e271b71dadfdf074e7af39abf4c76f0ea2daba,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/ppt_patient_parser/slide_extractor.py,CSIE_PROJECT-main/CSIE_PROJECT/ppt_patient_parser/slide_extractor.py,14c48b3e11b3bd02f76f635e8faca3f2afe4c854eb2f4827f79f1676f90027e9,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/ppt_patient_parser/utils/__init__.py,CSIE_PROJECT-main/CSIE_PROJECT/ppt_patient_parser/utils/__init__.py,1380d8edbcc7a5723294ea76f783231bab3dbcfd9472352dde31c59103d3c3d3,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/ppt_patient_parser/utils/io.py,CSIE_PROJECT-main/CSIE_PROJECT/ppt_patient_parser/utils/io.py,976c5e6642ce873f32e7b69f344b28ae74a24d20456d947a229792c84785ab67,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/ppt_patient_parser/utils/logging.py,CSIE_PROJECT-main/CSIE_PROJECT/ppt_patient_parser/utils/logging.py,a2667fdefb4c3722daf0b5295ef53980f0fef2845f61dce002d19da59a9114dd,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/ppt_patient_parser/vision_hooks.py,CSIE_PROJECT-main/CSIE_PROJECT/ppt_patient_parser/vision_hooks.py,cf096be66b08075e2f0f318232445b7b2325a7a934d5b1ff6c62f3c19d26f904,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/prompts/CBC_prompt.txt,CSIE_PROJECT-main/CSIE_PROJECT/prompts/CBC_prompt.txt,8c54903d0dde26f9085513e896fe706e6bda162c91896eaf96f8282b7296e115,上游現況缺失的 formatter prompt 候選來源；獨立保存，尚未宣稱與目前程式共同產生論文結果,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/prompts/admission diagnosis_prompt.txt,CSIE_PROJECT-main/CSIE_PROJECT/prompts/admission diagnosis_prompt.txt,fd43b0a3349ca6b071cb27518fafbb5a832ebfecbc9a9323ace1f2dab20b6b64,上游現況缺失的 formatter prompt 候選來源；獨立保存，尚未宣稱與目前程式共同產生論文結果,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/prompts/culture_prompt.txt,CSIE_PROJECT-main/CSIE_PROJECT/prompts/culture_prompt.txt,0a1f49bb8c2b0360a435dad44ab8be92c37e0280eb3d7dad310349ad1fb8393c,上游現況缺失的 formatter prompt 候選來源；獨立保存，尚未宣稱與目前程式共同產生論文結果,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/prompts/filmarray_prompt.txt,CSIE_PROJECT-main/CSIE_PROJECT/prompts/filmarray_prompt.txt,48e1b779f8fd949489557931eb23e59b35e076b92bd1f96e3614e1db6483e070,上游現況缺失的 formatter prompt 候選來源；獨立保存，尚未宣稱與目前程式共同產生論文結果,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/prompts/gm test_prompt.txt,CSIE_PROJECT-main/CSIE_PROJECT/prompts/gm test_prompt.txt,1e35ed1362c48456b3de9e521e8d90a5ad960e93783d41460e78488d6c5f0a58,上游現況缺失的 formatter prompt 候選來源；獨立保存，尚未宣稱與目前程式共同產生論文結果,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/prompts/image_prompt.txt,CSIE_PROJECT-main/CSIE_PROJECT/prompts/image_prompt.txt,b0a2ef61eef6e8f15557b728073567cec8de358c0eeb311da5493e03198c352a,上游現況缺失的 formatter prompt 候選來源；獨立保存，尚未宣稱與目前程式共同產生論文結果,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/prompts/molecular microbiology_prompt.txt,CSIE_PROJECT-main/CSIE_PROJECT/prompts/molecular microbiology_prompt.txt,4cab47b7ec1a1fac5584a9bd83b4c37c6b33cb03b86febafc8c4102c4eb25832,上游現況缺失的 formatter prompt 候選來源；獨立保存，尚未宣稱與目前程式共同產生論文結果,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/prompts/other lab_prompt.txt,CSIE_PROJECT-main/CSIE_PROJECT/prompts/other lab_prompt.txt,4447e41bee46464e7726c50273671468d703294371c4754439f678bbc5783fd1,上游現況缺失的 formatter prompt 候選來源；獨立保存，尚未宣稱與目前程式共同產生論文結果,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/prompts/underlying_prompt.txt,CSIE_PROJECT-main/CSIE_PROJECT/prompts/underlying_prompt.txt,311ad2096ece5038f838a5b2bb66d9a37fc23adecb2bb662f93a61d5a74a5997,上游現況缺失的 formatter prompt 候選來源；獨立保存，尚未宣稱與目前程式共同產生論文結果,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/requirements.txt,CSIE_PROJECT-main/CSIE_PROJECT/requirements.txt,9d1b0c817a83c5edd020bf35bad713ff75160445f8928446ca4b31c803f8b81b,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tests/__init__.py,CSIE_PROJECT-main/CSIE_PROJECT/tests/__init__.py,42351e7e044957acf3fe67dbe493ec8fe949474118d036657ef4a9a6be78a02e,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/__init__.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/analyze_llm_agent.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/analyze_llm_agent.py,f176338f9789d6af6e860c45f4f3a260e3412a6c6b731890df9294f4791c6159,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/batch_split_runner.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/batch_split_runner.py,e79327424c66ab53ed69e84e5d3f536ef37edc331e0e35e432db5c1be7539631,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/build_mNGS_data_mapping.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/build_mNGS_data_mapping.py,efba3348a2a2e78fc04877af989c976a8c052fca222c0b2b7eaea8fc988d47d3,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/build_mngs_grouped_from_excel.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/build_mngs_grouped_from_excel.py,ccbfe537f54e3ed67b0018944d1d2e0a37f47dd1a29db77b881557ba70536606,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/build_patient_cutoffs_from_mngs.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/build_patient_cutoffs_from_mngs.py,0d0b73af1e3b1cc6929a1e57d98471b87886b19cef103f6515efdeb42633805c,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/check_excel_duplicates.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/check_excel_duplicates.py,8a0678d0505535af0b60d573769bb63d8f8bb39759af78ebbe8a754e4291e851,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/compare_mngs_max_with_excel.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/compare_mngs_max_with_excel.py,e02fba945d04fc3d7056abdec67d2021f0b9779b04a634c9a3c3b43aa529cfe4,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/compare_mngs_to_specimen_with_excel.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/compare_mngs_to_specimen_with_excel.py,24740eab5e46757b25046f92caa04b27e64e140a615c9d2bcb4a289848c98d86,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/culture_bal_extractor.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/culture_bal_extractor.py,e32968636b296e16a3902f67331b39249da762e2dd3418fe10932b87b035879c,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/export_legacy_patient_json.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/export_legacy_patient_json.py,fab1ba19a41cc6202de992bf2b2c61e039e6a5d9695c0bdd7e5f5617e51206af,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/extract_mngs_candidate_microbes.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/extract_mngs_candidate_microbes.py,d0b2ca46a600f460c4e45eb9522b881ddb3c6ed75f502ea4c20144f9d80f394e,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
reference_versions/shared_upstream/tools/filter_mngs_by_cutoff.py,CSIE_PROJECT-main/CSIE_PROJECT/tools/filter_mngs_by_cutoff.py,57398ed6b6fbfc394087119ece17c854e8b01e06d72d3daf34b8ca1b7e9d3b3f,共同專案獨立來源快照：含現行上游缺少的 Excel 分人、PPT/vision 銜接、Table 1 匯入及測試；保留整套依賴，不混入現行上游,unchanged shared source; selected frontend modules locked by FRONTEND_CODE_PROFILE.json
